SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,English,5,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,5,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,5,3 to 4,Bromus spp.,2,8/02/2023,15,
Campaspe,Campaspe,English,5,4 to 5,Bromus spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,5,5 to 6,Bromus spp.,2,8/02/2023,15,
Campaspe,Campaspe,English,5,6 to 7,Modiola caroliniana,1,8/02/2023,15,
Campaspe,Campaspe,English,6, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,6,0 to 1,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,6,1 to 2,Persicaria prostrata,1,8/02/2023,15,
Campaspe,Campaspe,English,6,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,6,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,6,3 to 4,NIl,0,8/02/2023,15,
Campaspe,Campaspe,English,6,4 to 5,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,6,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,9,8/02/2023,15,
Campaspe,Campaspe,English,6,6 to 7,Paspalum dilatatum,1,8/02/2023,15,
Campaspe,Campaspe,English,6,6 to 7,Dysphania pumilio,1,8/02/2023,15,
Campaspe,Campaspe,English,6,8 to 9,Eucalyptus camaldulensis subsp. camaldulensis,10 to 50,8/02/2023,15,
Campaspe,Campaspe,English,6,8 to 9,Cyperus eragrostis,3,8/02/2023,15,
Campaspe,Campaspe,English,6,8 to 9,Paspalum dilatatum,10 to 50,8/02/2023,15,
Campaspe,Campaspe,English,6,10 to 11,Paspalum dilatatum,5,8/02/2023,15,
Campaspe,Campaspe,English,6,10 to 11,Bromus diandrus,2,8/02/2023,15,
Campaspe,Campaspe,English,6,10 to 11,Cyperus eragrostis,8,8/02/2023,15,
Campaspe,Campaspe,English,8, -1 to 0,Persicaria prostrata,1,8/02/2023,15,
Campaspe,Campaspe,English,8,0 to 1,Bromus spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,8,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8,3 to 4,NIl,0,8/02/2023,15,
Campaspe,Campaspe,English,8,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8,5 to 6,Nil,0,8/02/2023,15,10 to 50 x Hemarthria reshooting
Campaspe,Campaspe,English,8,6 to 7,Nil,0,8/02/2023,15,1 x Hemarthria reshooting
Campaspe,Campaspe,English,8,7 to 8,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8,8 to 9,Eucalyptus camaldulensis subsp. camaldulensis,3,8/02/2023,15,
Campaspe,Campaspe,English,8B, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8B,0 to 1,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,8B,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8B,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8B,3 to 4,Paspalum dilatatum,1,8/02/2023,15,
Campaspe,Campaspe,English,8B,3 to 4,Persicaria lapathifolia,2,8/02/2023,15,
Campaspe,Campaspe,English,8B,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8B,5 to 6,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,8B,6 to 7,Paspalum dilatatum,1,8/02/2023,15,
Campaspe,Campaspe,English,8B,6 to 7,Cyperus eragrostis,1,8/02/2023,15,
Campaspe,Campaspe,English,8B,6 to 7,Plantago lanceolata,1,8/02/2023,15,
Campaspe,Campaspe,English,9, -1 to 0,Bromus spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,9, -1 to 0,Sonchus oleraceus,1,8/02/2023,15,
Campaspe,Campaspe,English,9,0 to 1,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,9,1 to 2,Bromus spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,9,1 to 2,Dysphania pumilio,1,8/02/2023,15,
Campaspe,Campaspe,English,9,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,9,3 to 4,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,9,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,9,5 to 6,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,9,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,9,7 to 8,Eucalyptus camaldulensis subsp. camaldulensis,10 to 50,8/02/2023,15,
Campaspe,Campaspe,English,9,7 to 8,Persicaria prostrata,2,8/02/2023,15,
Campaspe,Campaspe,English,9,7 to 8,Dysphania pumilio,3,8/02/2023,15,
Campaspe,Campaspe,English,9,8 to 9,Eucalyptus camaldulensis subsp. camaldulensis,5,8/02/2023,15,
Campaspe,Campaspe,English,9,8 to 9,Bromus spp.,3,8/02/2023,15,
Campaspe,Campaspe,English,9,8 to 9,Persicaria hydropiper,1,8/02/2023,15,
Campaspe,Campaspe,English,9,9 to 10,Eucalyptus camaldulensis subsp. camaldulensis,4,8/02/2023,15,
Campaspe,Campaspe,English,9,9 to 10,Heliotropium europaeum,1,8/02/2023,15,
Campaspe,Campaspe,English,9,10 to 11,Paspalum dilatatum,4,8/02/2023,15,
Campaspe,Campaspe,English,9,10 to 11,Eucalyptus camaldulensis subsp. camaldulensis,2,8/02/2023,15,
Campaspe,Campaspe,English,10, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,10,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,10,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,2,8/02/2023,15,
Campaspe,Campaspe,English,10,1 to 2,Sonchus spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,10,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,10,3 to 4,Alternanthera denticulata,2,8/02/2023,15,
Campaspe,Campaspe,English,10,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,10,6 to 7,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,10,8 to 9,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,10,10 to 11,Heliotropium europaeum,2,8/02/2023,15,
Campaspe,Campaspe,English,10,10 to 11,Alternanthera denticulata,1,8/02/2023,15,
Campaspe,Campaspe,English,10,12 to 13,Eucalyptus camaldulensis subsp. camaldulensis,2,8/02/2023,15,
Campaspe,Campaspe,English,10,12 to 13,Persicaria prostrata,1,8/02/2023,15,
Campaspe,Campaspe,English,10,12 to 13,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,10,12 to 13,Dysphania pumilio,1,8/02/2023,15,
Campaspe,Campaspe,English,10,14 to 15,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,10,16 to 17,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,10,16 to 17,Acacia spp.,1,8/02/2023,15,
Campaspe,Campaspe,English,10,18 to 19,NIl,0,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Cyperus eragrostis,5,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Paspalum dilatatum,3,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Heliotropium europaeum,1,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Dysphania pumilio,1,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Persicaria hydropiper,1,8/02/2023,15,
Campaspe,Campaspe,English,10,20 to 21,Lolium spp.,1,8/02/2023,15,
Campaspe,Campaspe,Bryants,1, -1 to 0,Lolium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,1, -1 to 0,monocot (grass),3,4/01/2023,15,
Campaspe,Campaspe,Bryants,1, -1 to 0,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,1, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,assume Euc cam
Campaspe,Campaspe,Bryants,1,0 to 1,Lolium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,0 to 1,monocot (grass),2,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,0 to 1,Solanum spp.,6,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,0 to 1,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,1 to 2,Brachypodium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,1 to 2,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,2 to 3,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,2 to 3,Solanum spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,3 to 4,Symphyotrichum subulatum,1,4/01/2023,15,written as Aster
Campaspe,Campaspe,Bryants,1,3 to 4,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,1,3 to 4,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,2, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2, -1 to 0,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,0 to 1,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,0 to 1,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,0 to 1,Panicum coloratum,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,1,4/01/2023,15,assume Euc cam
Campaspe,Campaspe,Bryants,2,1 to 2,Panicum coloratum,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,1 to 2,Cyperus eragrostis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,2 to 3,Solanum spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,2 to 3,Cyperus eragrostis,50 to 100,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,2 to 3,Panicum coloratum,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,2 to 3,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,assume Euc cam
Campaspe,Campaspe,Bryants,2,3 to 4,Paspalum dilatatum,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,3 to 4,Alternanthera denticulata,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,3 to 4,Cyperus eragrostis,>100,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,4 to 5,Cirsium vulgare,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,4 to 5,Cynodon dactylon var. dactylon,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,4 to 5,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,4 to 5,Cyperus eragrostis,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,5 to 6,Cirsium vulgare,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,5 to 6,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Cirsium vulgare,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Solanum spp.,7,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,Lolium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,6 to 7,monocot (grass),5,4/01/2023,15,fine leaf
Campaspe,Campaspe,Bryants,2,6 to 7,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Cirsium vulgare,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Panicum coloratum,6,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Sonchus spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Eucalyptus camaldulensis subsp. camaldulensis,7,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Lolium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,7 to 8,Solanum spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,8 to 9,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,8 to 9,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,8 to 9,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,2,8 to 9,Panicum coloratum,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,3, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,3, -1 to 0,Panicum coloratum,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,0 to 1,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,0 to 1,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,0 to 1,Panicum coloratum,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,1 to 2,Panicum coloratum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,1 to 2,Lachnagrostis filiformis s.l.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,2 to 3,Themeda triandra,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,3,2 to 3,Panicum coloratum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Lolium spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Lachnagrostis filiformis s.l.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4, -1 to 0,Brachypodium spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,0 to 1,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,0 to 1,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,0 to 1,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,1 to 2,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,1 to 2,Brachypodium spp.,6,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,2 to 3,Panicum coloratum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,2 to 3,Cirsium vulgare,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,2 to 3,Lolium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,2 to 3,Brachypodium spp.,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,4,3 to 4,Brachypodium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,5, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,5, -1 to 0,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5, -1 to 0,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,5, -1 to 0,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,0 to 1,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,1 to 2,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,1 to 2,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,1 to 2,Lolium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,2 to 3,Brachypodium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,2 to 3,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,2 to 3,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,3 to 4,Themeda triandra,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,5,3 to 4,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,6, -1 to 0,Panicum coloratum,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,6, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,6, -1 to 0,Cyperus eragrostis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,6, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,0 to 1,Sonchus spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,0 to 1,Panicum coloratum,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,0 to 1,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,1 to 2,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,1 to 2,Sonchus spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,1 to 2,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,2 to 3,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,6,2 to 3,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Lachnagrostis filiformis s.l.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Plantago lanceolata,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Cirsium vulgare,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Panicum coloratum,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7, -1 to 0,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Plantago lanceolata,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Cirsium vulgare,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Panicum coloratum,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Lolium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,0 to 1,Rytidosperma spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,1 to 2,Plantago lanceolata,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,1 to 2,Brachypodium spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,1 to 2,Lolium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,1 to 2,Solanum nigrum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,2 to 3,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,2 to 3,Brachypodium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,7,2 to 3,Plantago lanceolata,8,4/01/2023,15,
Campaspe,Campaspe,Bryants,8, -1 to 0,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8, -1 to 0,Plantago lanceolata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8, -1 to 0,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,0 to 1,Nil,0,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,1 to 2,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,1 to 2,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,2 to 3,Plantago lanceolata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,2 to 3,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,2 to 3,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,2 to 3,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,3 to 4,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,3 to 4,Lachnagrostis filiformis s.l.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,3 to 4,Plantago lanceolata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,3 to 4,Panicum coloratum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,4 to 5,Lachnagrostis filiformis s.l.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,4 to 5,Brachypodium spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,5 to 6,Plantago lanceolata,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,5 to 6,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,5 to 6,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,5 to 6,Alternanthera denticulata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,5 to 6,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,6 to 7,Plantago lanceolata,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,6 to 7,Solanum spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,6 to 7,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Lolium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Brachypodium spp.,5,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Rytidosperma spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Eucalyptus camaldulensis subsp. camaldulensis,4,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Plantago lanceolata,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,8,7 to 8,Medicago polymorpha,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Cyperus eragrostis,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Panicum coloratum,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Alternanthera denticulata,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Hypochaeris radicata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9, -1 to 0,Brachypodium spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,0 to 1,Lachnagrostis filiformis s.l.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,6,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,0 to 1,Hypochaeris radicata,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,0 to 1,Setaria spp.,>100,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,1 to 2,Setaria spp.,>100,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,1 to 2,Cirsium vulgare,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,1 to 2,Solanum spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Alternanthera denticulata,7,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Panicum coloratum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Sonchus spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,2 to 3,Setaria spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Setaria spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Cirsium vulgare,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Cyperus eragrostis,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Sonchus spp.,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,3 to 4,Alternanthera denticulata,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Setaria spp.,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Cirsium vulgare,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Eucalyptus camaldulensis subsp. camaldulensis,3,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Solanum spp.,2,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Dicot  ,2,4/01/2023,15,photos - CJs phone
Campaspe,Campaspe,Bryants,9,4 to 5,Laphangium luteoalbum,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,4 to 5,Sonchus spp.,1,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,5 to 6,Cirsium vulgare,10 to 50,4/01/2023,15,
Campaspe,Campaspe,Bryants,9,5 to 6,Setaria spp.,10 to 50,4/01/2023,15,
